"","season","holiday","workingday","weather","temp","atemp","humidity","windspeed","count","type","hour","wday","year","month"
"63","1","0","1","1",9.84,11.365,30,15.0013,157,TRUE,"17","1","2011","0"
"64","1","0","1","1",9.84,12.88,32,7.0015,157,TRUE,"18","1","2011","0"
"65","1","0","1","1",8.2,12.88,47,0,110,TRUE,"19","1","2011","0"
"66","1","0","1","1",8.2,11.365,47,7.0015,52,TRUE,"20","1","2011","0"
"67","1","0","1","1",7.38,9.85,64,8.9981,52,TRUE,"21","1","2011","0"
"68","1","0","1","1",5.74,7.575,69,8.9981,20,TRUE,"22","1","2011","0"
"69","1","0","1","1",7.38,10.605,55,7.0015,12,TRUE,"23","1","2011","0"
"70","1","0","1","1",6.56,9.09,55,7.0015,5,TRUE,"0","2","2011","0"
"71","1","0","1","1",6.56,9.09,59,7.0015,2,TRUE,"1","2","2011","0"
"72","1","0","1","1",5.74,7.575,63,8.9981,1,TRUE,"2","2","2011","0"
"73","1","0","1","1",5.74,9.09,63,6.0032,2,TRUE,"4","2","2011","0"
"74","1","0","1","1",4.92,7.575,68,7.0015,4,TRUE,"5","2","2011","0"
"75","1","0","1","1",4.92,7.575,74,7.0015,36,TRUE,"6","2","2011","0"
"76","1","0","1","1",4.92,7.575,74,8.9981,94,TRUE,"7","2","2011","0"
"77","1","0","1","1",5.74,7.575,69,11.0014,179,TRUE,"8","2","2011","0"
"78","1","0","1","1",6.56,7.575,64,15.0013,100,TRUE,"9","2","2011","0"
"79","1","0","1","2",6.56,6.82,69,22.0028,42,TRUE,"10","2","2011","0"
"80","1","0","1","1",9.02,10.605,51,19.9995,57,TRUE,"11","2","2011","0"
"81","1","0","1","1",9.02,11.365,51,11.0014,78,TRUE,"12","2","2011","0"
"82","1","0","1","1",9.84,11.365,56,12.998,97,TRUE,"13","2","2011","0"
"83","1","0","1","1",10.66,12.88,52,15.0013,63,TRUE,"14","2","2011","0"
"84","1","0","1","1",11.48,13.635,52,16.9979,65,TRUE,"15","2","2011","0"
"85","1","0","1","1",12.3,14.395,49,16.9979,83,TRUE,"16","2","2011","0"
"86","1","0","1","1",11.48,13.635,48,15.0013,212,TRUE,"17","2","2011","0"
"87","1","0","1","1",10.66,12.88,48,12.998,182,TRUE,"18","2","2011","0"
"88","1","0","1","1",9.84,12.88,48,7.0015,112,TRUE,"19","2","2011","0"
"89","1","0","1","1",9.84,12.88,48,7.0015,54,TRUE,"20","2","2011","0"
"90","1","0","1","1",9.02,13.635,64,0,48,TRUE,"21","2","2011","0"
"91","1","0","1","1",9.02,12.88,64,6.0032,35,TRUE,"22","2","2011","0"
"92","1","0","1","1",8.2,11.365,69,6.0032,11,TRUE,"23","2","2011","0"
"93","1","0","1","1",8.2,12.88,64,0,6,TRUE,"0","3","2011","0"
"94","1","0","1","1",6.56,9.85,74,6.0032,6,TRUE,"1","3","2011","0"
"95","1","0","1","1",6.56,9.85,74,6.0032,2,TRUE,"2","3","2011","0"
"96","1","0","1","1",9.84,11.365,48,15.0013,2,TRUE,"4","3","2011","0"
"97","1","0","1","1",9.02,11.365,47,11.0014,3,TRUE,"5","3","2011","0"
"98","1","0","1","1",8.2,9.85,47,15.0013,33,TRUE,"6","3","2011","0"
"99","1","0","1","1",7.38,9.09,43,12.998,88,TRUE,"7","3","2011","0"
"100","1","0","1","1",8.2,9.09,40,19.9995,195,TRUE,"8","3","2011","0"
"101","1","0","1","1",9.02,9.85,37,22.0028,115,TRUE,"9","3","2011","0"
"102","1","0","1","1",9.02,9.85,37,22.0028,57,TRUE,"10","3","2011","0"
"103","1","0","1","1",10.66,11.365,33,22.0028,46,TRUE,"11","3","2011","0"
"104","1","0","1","1",10.66,11.365,33,22.0028,79,TRUE,"12","3","2011","0"
"105","1","0","1","1",11.48,12.88,30,19.9995,71,TRUE,"13","3","2011","0"
"106","1","0","1","1",12.3,14.395,28,12.998,62,TRUE,"14","3","2011","0"
"107","1","0","1","1",12.3,14.395,28,12.998,62,TRUE,"15","3","2011","0"
"108","1","0","1","1",12.3,15.91,28,6.0032,89,TRUE,"16","3","2011","0"
"109","1","0","1","1",9.84,11.365,38,12.998,190,TRUE,"17","3","2011","0"
"110","1","0","1","1",9.84,12.12,38,8.9981,169,TRUE,"18","3","2011","0"
"111","1","0","1","1",9.84,12.88,38,7.0015,132,TRUE,"19","3","2011","0"
"112","1","0","1","1",9.02,11.365,47,11.0014,89,TRUE,"20","3","2011","0"
"113","1","0","1","1",8.2,9.85,51,12.998,43,TRUE,"21","3","2011","0"
"114","1","0","1","1",7.38,9.85,55,8.9981,42,TRUE,"22","3","2011","0"
"115","1","0","1","1",8.2,12.88,47,0,19,TRUE,"23","3","2011","0"
"116","1","0","1","1",7.38,12.12,55,0,11,TRUE,"0","4","2011","0"
"117","1","0","1","1",6.56,11.365,64,0,4,TRUE,"1","4","2011","0"
"118","1","0","1","1",6.56,11.365,64,0,2,TRUE,"2","4","2011","0"
"119","1","0","1","2",6.56,9.85,64,6.0032,1,TRUE,"4","4","2011","0"
"120","1","0","1","2",5.74,9.09,69,6.0032,4,TRUE,"5","4","2011","0"
"121","1","0","1","2",5.74,8.335,63,7.0015,36,TRUE,"6","4","2011","0"
"122","1","0","1","2",6.56,11.365,59,0,95,TRUE,"7","4","2011","0"
"123","1","0","1","1",6.56,11.365,59,0,219,TRUE,"8","4","2011","0"
"124","1","0","1","2",7.38,12.12,51,0,122,TRUE,"9","4","2011","0"
"125","1","0","1","1",8.2,12.88,47,0,45,TRUE,"10","4","2011","0"
"126","1","0","1","1",9.02,12.88,44,6.0032,59,TRUE,"11","4","2011","0"
"127","1","0","1","1",10.66,14.395,35,0,84,TRUE,"12","4","2011","0"
"128","1","0","1","1",10.66,13.635,35,7.0015,67,TRUE,"13","4","2011","0"
"129","1","0","1","1",11.48,13.635,36,11.0014,70,TRUE,"14","4","2011","0"
"130","1","0","1","1",11.48,13.635,36,0,62,TRUE,"15","4","2011","0"
"131","1","0","1","1",10.66,12.88,38,11.0014,86,TRUE,"16","4","2011","0"
"132","1","0","1","1",9.02,11.365,51,11.0014,172,TRUE,"17","4","2011","0"
"133","1","0","1","1",9.02,11.365,51,8.9981,163,TRUE,"18","4","2011","0"
"134","1","0","1","1",9.02,12.88,55,6.0032,112,TRUE,"19","4","2011","0"
"135","1","0","1","1",8.2,10.605,51,11.0014,69,TRUE,"20","4","2011","0"
"136","1","0","1","2",9.02,10.605,55,15.0013,48,TRUE,"21","4","2011","0"
"137","1","0","1","2",9.02,10.605,51,19.0012,52,TRUE,"22","4","2011","0"
"138","1","0","1","2",8.2,9.85,59,12.998,23,TRUE,"23","4","2011","0"
"139","1","0","1","2",8.2,9.85,64,12.998,17,TRUE,"0","5","2011","0"
"140","1","0","1","2",8.2,9.85,69,15.0013,7,TRUE,"1","5","2011","0"
"141","1","0","1","2",8.2,9.85,69,15.0013,1,TRUE,"2","5","2011","0"
"142","1","0","1","2",8.2,10.605,69,8.9981,1,TRUE,"4","5","2011","0"
"143","1","0","1","3",9.02,13.635,55,0,5,TRUE,"5","5","2011","0"
"144","1","0","1","2",8.2,12.88,69,0,34,TRUE,"6","5","2011","0"
"145","1","0","1","1",8.2,10.605,69,8.9981,84,TRUE,"7","5","2011","0"
"146","1","0","1","1",8.2,9.85,51,16.9979,210,TRUE,"8","5","2011","0"
"147","1","0","1","1",8.2,9.09,47,19.9995,134,TRUE,"9","5","2011","0"
"148","1","0","1","1",9.02,9.85,37,22.0028,63,TRUE,"10","5","2011","0"
"149","1","0","1","2",8.2,9.85,40,15.0013,67,TRUE,"11","5","2011","0"
"150","1","0","1","2",8.2,9.85,37,16.9979,59,TRUE,"12","5","2011","0"
"151","1","0","1","2",8.2,9.09,37,19.0012,73,TRUE,"13","5","2011","0"
"152","1","0","1","2",8.2,9.85,40,16.9979,50,TRUE,"14","5","2011","0"
"153","1","0","1","2",8.2,10.605,37,11.0014,72,TRUE,"15","5","2011","0"
"154","1","0","1","2",8.2,10.605,37,11.0014,87,TRUE,"16","5","2011","0"
"155","1","0","1","2",8.2,12.88,37,0,187,TRUE,"17","5","2011","0"
"156","1","0","1","1",8.2,11.365,40,6.0032,123,TRUE,"18","5","2011","0"
"157","1","0","1","1",6.56,9.85,55,6.0032,95,TRUE,"19","5","2011","0"
"158","1","0","1","1",7.38,10.605,47,7.0015,51,TRUE,"20","5","2011","0"
"159","1","0","1","1",7.38,9.85,47,8.9981,39,TRUE,"21","5","2011","0"
"160","1","0","1","2",7.38,9.85,43,11.0014,36,TRUE,"22","5","2011","0"
"161","1","0","1","2",7.38,9.85,51,11.0014,15,TRUE,"23","5","2011","0"
"162","1","0","0","2",7.38,9.85,51,11.0014,25,TRUE,"0","6","2011","0"
"163","1","0","0","2",7.38,10.605,55,6.0032,16,TRUE,"1","6","2011","0"
"164","1","0","0","2",7.38,12.12,55,0,16,TRUE,"2","6","2011","0"
"165","1","0","0","3",7.38,9.85,55,11.0014,7,TRUE,"3","6","2011","0"
"166","1","0","0","3",7.38,9.85,55,11.0014,1,TRUE,"4","6","2011","0"
"167","1","0","0","2",6.56,8.335,74,11.0014,5,TRUE,"5","6","2011","0"
"168","1","0","0","2",6.56,8.335,74,11.0014,2,TRUE,"6","6","2011","0"
"169","1","0","0","2",6.56,9.09,74,7.0015,9,TRUE,"7","6","2011","0"
"170","1","0","0","3",6.56,9.09,93,7.0015,15,TRUE,"8","6","2011","0"
"171","1","0","0","3",6.56,9.09,93,7.0015,20,TRUE,"9","6","2011","0"
"172","1","0","0","2",7.38,9.85,80,11.0014,61,TRUE,"10","6","2011","0"
"173","1","0","0","2",8.2,9.09,69,26.0027,62,TRUE,"11","6","2011","0"
"174","1","0","0","2",8.2,9.09,59,23.9994,98,TRUE,"12","6","2011","0"
"175","1","0","0","1",8.2,9.09,44,22.0028,102,TRUE,"13","6","2011","0"
"176","1","0","0","1",8.2,8.335,32,32.9975,95,TRUE,"14","6","2011","0"
"177","1","0","0","1",8.2,8.335,32,30.0026,74,TRUE,"15","6","2011","0"
"178","1","0","0","1",7.38,6.82,29,30.0026,76,TRUE,"16","6","2011","0"
"179","1","0","0","1",6.56,6.06,37,36.9974,69,TRUE,"17","6","2011","0"
"180","1","0","0","1",5.74,6.06,39,19.9995,55,TRUE,"18","6","2011","0"
"181","1","0","0","1",5.74,6.06,36,16.9979,30,TRUE,"19","6","2011","0"
"182","1","0","0","1",4.92,6.06,36,16.9979,28,TRUE,"20","6","2011","0"
"183","1","0","0","1",4.92,5.305,39,23.9994,37,TRUE,"21","6","2011","0"
"184","1","0","0","1",4.92,5.305,36,26.0027,34,TRUE,"22","6","2011","0"
"185","1","0","0","1",4.1,3.03,39,30.0026,22,TRUE,"23","6","2011","0"
"186","1","0","0","1",4.1,3.79,42,26.0027,25,TRUE,"0","0","2011","0"
"187","1","0","0","1",4.1,3.03,42,31.0009,12,TRUE,"1","0","2011","0"
"188","1","0","0","1",4.1,3.03,46,31.0009,11,TRUE,"2","0","2011","0"
"189","1","0","0","1",4.1,3.79,46,27.9993,4,TRUE,"3","0","2011","0"
"190","1","0","0","1",3.28,4.545,53,12.998,1,TRUE,"4","0","2011","0"
"191","1","0","0","1",3.28,4.545,53,12.998,1,TRUE,"5","0","2011","0"
"192","1","0","0","1",4.1,4.545,49,19.0012,1,TRUE,"6","0","2011","0"
"193","1","0","0","1",3.28,4.545,53,12.998,6,TRUE,"7","0","2011","0"
"194","1","0","0","1",4.1,4.545,49,19.0012,10,TRUE,"8","0","2011","0"
"195","1","0","0","1",4.92,3.79,46,35.0008,19,TRUE,"9","0","2011","0"
"196","1","0","0","1",5.74,5.305,43,26.0027,49,TRUE,"10","0","2011","0"
"197","1","0","0","1",6.56,6.06,40,35.0008,49,TRUE,"11","0","2011","0"
"198","1","0","0","1",7.38,6.82,37,30.0026,83,TRUE,"12","0","2011","0"
"199","1","0","0","1",8.2,8.335,34,30.0026,75,TRUE,"13","0","2011","0"
"200","1","0","0","1",9.02,9.09,32,31.0009,72,TRUE,"14","0","2011","0"
"201","1","0","0","1",9.02,9.85,35,23.9994,82,TRUE,"15","0","2011","0"
"202","1","0","0","1",8.2,8.335,34,30.0026,92,TRUE,"16","0","2011","0"
"203","1","0","0","1",7.38,7.575,37,26.0027,62,TRUE,"17","0","2011","0"
"204","1","0","0","1",6.56,6.82,40,22.0028,48,TRUE,"18","0","2011","0"
"205","1","0","0","1",6.56,6.82,43,22.0028,41,TRUE,"19","0","2011","0"
"206","1","0","0","1",5.74,6.06,46,16.9979,38,TRUE,"20","0","2011","0"
"207","1","0","0","1",5.74,5.305,46,27.9993,20,TRUE,"21","0","2011","0"
"208","1","0","0","1",5.74,6.06,46,19.9995,15,TRUE,"22","0","2011","0"
"209","1","0","0","1",4.92,6.82,50,12.998,6,TRUE,"23","0","2011","0"
"210","1","0","1","1",4.92,6.06,50,19.0012,5,TRUE,"0","1","2011","0"
"211","1","0","1","1",4.92,6.06,50,19.0012,1,TRUE,"1","1","2011","0"
"212","1","0","1","1",4.92,6.06,50,15.0013,3,TRUE,"2","1","2011","0"
"213","1","0","1","1",4.92,6.06,50,15.0013,1,TRUE,"3","1","2011","0"
"214","1","0","1","1",4.1,6.06,54,8.9981,3,TRUE,"4","1","2011","0"
"215","1","0","1","1",4.1,5.305,54,16.9979,3,TRUE,"5","1","2011","0"
"216","1","0","1","1",4.92,6.06,50,19.0012,31,TRUE,"6","1","2011","0"
"217","1","0","1","1",4.92,6.06,50,15.0013,77,TRUE,"7","1","2011","0"
"218","1","0","1","2",4.92,6.06,50,19.0012,188,TRUE,"8","1","2011","0"
"219","1","0","1","2",5.74,6.06,50,16.9979,94,TRUE,"9","1","2011","0"
"220","1","0","1","2",5.74,6.06,50,19.9995,31,TRUE,"10","1","2011","0"
"221","1","0","1","2",6.56,6.82,47,19.0012,30,TRUE,"11","1","2011","0"
"222","1","0","1","2",8.2,9.09,40,19.0012,52,TRUE,"12","1","2011","0"
"223","1","0","1","2",8.2,9.09,40,19.0012,54,TRUE,"13","1","2011","0"
"224","1","0","1","2",8.2,9.85,40,15.0013,47,TRUE,"14","1","2011","0"
"225","1","0","1","2",8.2,9.85,40,15.0013,45,TRUE,"15","1","2011","0"
"226","1","0","1","1",8.2,10.605,40,8.9981,74,TRUE,"16","1","2011","0"
"227","1","0","1","1",8.2,11.365,40,7.0015,178,TRUE,"17","1","2011","0"
"228","1","0","1","1",8.2,9.85,40,15.0013,155,TRUE,"18","1","2011","0"
"229","1","0","1","1",6.56,8.335,47,11.0014,95,TRUE,"19","1","2011","0"
"230","1","0","1","1",6.56,8.335,50,11.0014,74,TRUE,"20","1","2011","0"
"231","1","0","1","1",5.74,6.82,59,12.998,38,TRUE,"21","1","2011","0"
"232","1","0","1","1",5.74,7.575,59,11.0014,24,TRUE,"22","1","2011","0"
"233","1","0","1","1",5.74,7.575,59,11.0014,18,TRUE,"23","1","2011","0"
"234","1","0","1","1",5.74,8.335,59,7.0015,12,TRUE,"0","2","2011","0"
"235","1","0","1","1",5.74,7.575,59,11.0014,3,TRUE,"1","2","2011","0"
"236","1","0","1","2",6.56,7.575,55,12.998,3,TRUE,"2","2","2011","0"
"237","1","0","1","2",6.56,9.09,55,8.9981,6,TRUE,"5","2","2011","0"
"238","1","0","1","2",6.56,9.09,55,8.9981,27,TRUE,"6","2","2011","0"
"239","1","0","1","2",6.56,11.365,55,0,99,TRUE,"7","2","2011","0"
"240","1","0","1","2",7.38,10.605,51,6.0032,217,TRUE,"8","2","2011","0"
"241","1","0","1","2",7.38,9.85,51,11.0014,130,TRUE,"9","2","2011","0"
"242","1","0","1","2",8.2,10.605,51,11.0014,54,TRUE,"10","2","2011","0"
"243","1","0","1","2",8.2,10.605,47,8.9981,35,TRUE,"11","2","2011","0"
"244","1","0","1","2",8.2,11.365,51,7.0015,57,TRUE,"12","2","2011","0"
"245","1","0","1","2",8.2,11.365,59,6.0032,52,TRUE,"13","2","2011","0"
"246","1","0","1","2",8.2,11.365,59,6.0032,63,TRUE,"14","2","2011","0"
"247","1","0","1","2",6.56,9.85,80,6.0032,47,TRUE,"15","2","2011","0"
"248","1","0","1","2",6.56,7.575,86,15.0013,76,TRUE,"16","2","2011","0"
"249","1","0","1","2",6.56,7.575,86,15.0013,136,TRUE,"17","2","2011","0"
"250","1","0","1","3",6.56,9.09,93,7.0015,95,TRUE,"18","2","2011","0"
"251","1","0","1","3",6.56,11.365,93,0,51,TRUE,"19","2","2011","0"
"252","1","0","1","3",6.56,7.575,93,12.998,32,TRUE,"20","2","2011","0"
"253","1","0","1","3",6.56,9.85,86,6.0032,20,TRUE,"21","2","2011","0"
"254","1","0","1","3",6.56,9.09,93,7.0015,29,TRUE,"22","2","2011","0"
"255","1","0","1","3",6.56,9.85,93,6.0032,19,TRUE,"23","2","2011","0"
"256","1","0","1","2",6.56,9.85,86,6.0032,7,TRUE,"0","3","2011","0"
"257","1","0","1","2",6.56,9.09,86,7.0015,6,TRUE,"1","3","2011","0"
"258","1","0","1","1",5.74,7.575,86,8.9981,1,TRUE,"2","3","2011","0"
"259","1","0","1","1",5.74,7.575,86,11.0014,5,TRUE,"5","3","2011","0"
"260","1","0","1","1",4.92,7.575,93,8.9981,16,TRUE,"6","3","2011","0"
"261","1","0","1","1",5.74,7.575,69,8.9981,54,TRUE,"7","3","2011","0"
"262","1","0","1","1",6.56,8.335,59,11.0014,128,TRUE,"8","3","2011","0"
"263","1","0","1","1",6.56,6.82,59,22.0028,81,TRUE,"9","3","2011","0"
"264","1","0","1","1",7.38,9.09,55,15.0013,39,TRUE,"10","3","2011","0"
"265","1","0","1","1",8.2,9.09,51,26.0027,35,TRUE,"11","3","2011","0"
"266","1","0","1","1",8.2,7.575,47,39.0007,55,TRUE,"12","3","2011","0"
"267","1","0","1","1",9.02,9.85,44,23.9994,49,TRUE,"13","3","2011","0"
"268","1","0","1","1",8.2,9.09,47,22.0028,44,TRUE,"14","3","2011","0"
"269","1","0","1","1",8.2,8.335,47,27.9993,49,TRUE,"15","3","2011","0"
"270","1","0","1","1",9.02,9.85,44,22.0028,68,TRUE,"16","3","2011","0"
"271","1","0","1","1",8.2,9.09,47,23.9994,139,TRUE,"17","3","2011","0"
"272","1","0","1","1",8.2,7.575,47,35.0008,137,TRUE,"18","3","2011","0"
"273","1","0","1","1",7.38,7.575,47,27.9993,83,TRUE,"19","3","2011","0"
"274","1","0","1","1",6.56,6.82,50,22.0028,56,TRUE,"20","3","2011","0"
"275","1","0","1","1",6.56,6.82,55,22.0028,57,TRUE,"21","3","2011","0"
"276","1","0","1","1",6.56,6.06,55,30.0026,33,TRUE,"22","3","2011","0"
"277","1","0","1","1",5.74,5.305,59,27.9993,20,TRUE,"23","3","2011","0"
"278","1","0","1","1",5.74,6.06,59,19.0012,7,TRUE,"0","4","2011","0"
"279","1","0","1","1",5.74,6.06,50,19.0012,2,TRUE,"1","4","2011","0"
"280","1","0","1","1",5.74,6.06,50,23.9994,2,TRUE,"2","4","2011","0"
"281","1","0","1","1",5.74,6.06,50,22.0028,3,TRUE,"3","4","2011","0"
"282","1","0","1","1",5.74,6.06,50,16.9979,4,TRUE,"4","4","2011","0"
"283","1","0","1","1",5.74,6.06,50,19.9995,3,TRUE,"5","4","2011","0"
"284","1","0","1","1",4.92,7.575,54,8.9981,28,TRUE,"6","4","2011","0"
"285","1","0","1","1",4.92,7.575,54,8.9981,72,TRUE,"7","4","2011","0"
"286","1","0","1","1",5.74,6.82,50,12.998,202,TRUE,"8","4","2011","0"
"287","1","0","1","1",5.74,6.06,50,22.0028,139,TRUE,"9","4","2011","0"
"288","1","0","1","2",6.56,6.82,50,23.9994,38,TRUE,"10","4","2011","0"
"289","1","0","1","2",8.2,8.335,44,30.0026,37,TRUE,"11","4","2011","0"
"290","1","0","1","1",8.2,8.335,44,27.9993,52,TRUE,"12","4","2011","0"
"291","1","0","1","1",9.02,9.85,41,30.0026,83,TRUE,"13","4","2011","0"
"292","1","0","1","1",9.02,9.85,41,26.0027,42,TRUE,"14","4","2011","0"
"293","1","0","1","1",9.84,10.605,38,19.9995,60,TRUE,"15","4","2011","0"
"294","1","0","1","1",9.84,10.605,38,23.9994,78,TRUE,"16","4","2011","0"
"295","1","0","1","1",8.2,9.09,40,19.0012,162,TRUE,"17","4","2011","0"
"296","1","0","1","1",8.2,9.09,40,22.0028,144,TRUE,"18","4","2011","0"
"297","1","0","1","1",6.56,7.575,47,16.9979,99,TRUE,"19","4","2011","0"
"298","1","0","1","1",6.56,7.575,47,15.0013,64,TRUE,"20","4","2011","0"
"299","1","0","1","1",5.74,6.06,46,19.9995,40,TRUE,"21","4","2011","0"
"300","1","0","1","1",5.74,6.06,46,22.0028,30,TRUE,"22","4","2011","0"
"301","1","0","1","1",4.92,6.82,50,12.998,15,TRUE,"23","4","2011","0"
"302","1","0","1","1",4.92,6.82,50,12.998,14,TRUE,"0","5","2011","0"
"303","1","0","1","1",4.1,6.06,54,11.0014,5,TRUE,"1","5","2011","0"
"304","1","0","1","1",4.1,6.06,54,8.9981,1,TRUE,"2","5","2011","0"
"305","1","0","1","1",4.1,6.82,54,7.0015,1,TRUE,"3","5","2011","0"
"306","1","0","1","1",4.1,6.82,54,6.0032,8,TRUE,"5","5","2011","0"
"307","1","0","1","1",4.1,9.09,54,0,17,TRUE,"6","5","2011","0"
"308","1","0","1","1",4.1,6.06,74,11.0014,70,TRUE,"7","5","2011","0"
"309","1","0","1","1",4.92,8.335,68,0,158,TRUE,"8","5","2011","0"
"310","1","0","1","1",5.74,7.575,69,8.9981,117,TRUE,"9","5","2011","0"
"311","1","0","1","1",7.38,9.09,55,12.998,44,TRUE,"10","5","2011","0"
"312","1","0","1","1",7.38,8.335,51,19.0012,53,TRUE,"11","5","2011","0"
"313","1","0","1","1",8.2,9.85,44,16.9979,61,TRUE,"12","5","2011","0"
"314","1","0","1","1",9.02,9.85,37,26.0027,77,TRUE,"13","5","2011","0"
"315","1","0","1","1",9.02,10.605,41,19.0012,64,TRUE,"14","5","2011","0"
"316","1","0","1","1",9.84,12.12,38,11.0014,68,TRUE,"15","5","2011","0"
"317","1","0","1","1",9.02,12.12,41,7.0015,90,TRUE,"16","5","2011","0"
"318","1","0","1","1",9.02,11.365,41,11.0014,159,TRUE,"17","5","2011","0"
